,Longitude(x),Latitude(y),Wind power density_100m(W/m2 ),Windspeed_50 (m/s),Windspeed_100 (m/s),Windspeed_200 (m/s),Distance to the closest Airport (kms),Distance to the closest Builtup (kms),Distance to the closest roads (kms),Distance to the closest Agricultural area (kms),Distance to the closest Barren area (kms),Distance to the closest Settlement (kms),Distance to the closest Shrubland (kms),Distance to the closest Vegetation (kms),Distance to the closest Water (kms),Distance to the closest Wetland (kms),Distance to the closest Forest (kms),Distance to the closest Grassland (kms),Distance to the closest Substation (kms),meters,Elevation of Turbines (meters),Slope,Country
23,15.12094579858974,41.474894417692305,358.4893316666667,4.457787435897437,5.007684871794873,5.765042692307691,143.5526127346154,19.46338310294872,4.444347356820512,7.822792485461538,7.8249535913076915,2.935236993961538,15.651621530769226,42.60078750858975,18.05855799782052,16.054044727179484,2.186339173382051,7.904720795564104,22.3144006375641,42.73738035384616,705.6538461538462,5.4305569230769235,Italy
24,13.01014294625,37.953036440000005,464.48435625,5.074166875,5.467421875000001,6.017572499999999,25.59930739125,34.092405451875,3.6699506026874995,3.17904424925,4.2835774745625,4.796589885875,8.646806481375,5.614563468874999,8.56466342175,8.9307896275625,0.7316802284062501,1.062655765375,23.798862311875002,291.92369293125,454.4375,6.64705125,Italy
26,13.766477253999996,37.763094215,364.1503863333334,4.288326666666667,4.684721333333332,5.222900333333333,74.902258674,24.409486573666666,3.5958520274000008,3.9900815800999996,16.014029225999998,3.261110898333333,9.02437152353333,23.080728206666667,21.587520905333328,55.33946757466666,6.120606390866667,1.3625262506066667,22.919853276666668,158.72333477,834.0333333333333,5.083168,Italy
29,5.5465140032,49.512828778,267.92401200000006,5.094600000000001,6.3841339999999995,7.511874000000001,267.84296182,25.067624126,8.8815123376,0.46763931788000007,48.699683138,2.5297259,518.5934239000001,32.867193342,8.2097102022,57.378635564,0.73570557988,1.4786635456000001,1.6723692122,510.74058683999993,364.0,1.589718,France
30,3.295457287263158,45.16270911210526,367.9591905263158,5.516384736842105,6.349177894736842,7.308381578947369,323.9292559263159,17.333677213684208,11.435750493736844,0.4941325843905262,66.32078280947368,4.695527444421052,63.80227452368422,86.7909950773684,17.54780392578947,29.254222573684206,1.4897171211,1.4879709712210523,1.1400911634071578,428.03734107894746,1004.3684210526316,2.291507894736842,France
36,-7.5581508471818175,41.07354100999999,375.4357627272726,5.893287272727273,6.558600606060607,7.246088484848484,91.87037713515153,20.790093153333334,8.35274835921212,1.234532453633333,6.576871979727274,2.806643949242424,5.250408802878788,8.872572855878788,9.399367066454543,29.41828953939394,3.680561035060607,5.7861317513636354,2.690615494339394,285.677914139394,917.1818181818181,5.41254303030303,Portugal
37,-8.300047047333333,42.007428471333334,633.1177526666668,7.4160753333333345,7.797635333333333,8.04056,117.80834468666669,27.756250570000002,10.620773848666667,0.9283908969606668,9.2951015008,4.134922548133334,11.542087306666668,5.744248797866665,13.772989350666666,18.05689259933333,4.687519182733334,1.5949606023133334,3.9504989810666666,279.60878316,1060.4666666666667,7.751880000000001,Portugal
39,-7.540144968309521,41.550625456190474,328.5623152380952,5.855105476190476,6.494544047619046,7.223607142857143,112.11301397619049,19.990486255,2.678575650052381,1.0707997824666664,6.192235956785714,2.5729851954738105,9.534738630023808,16.917119215000007,24.78872534357143,31.50086106357143,2.0761169901547616,6.436118559595237,2.7961790510178575,358.79134514047627,1050.095238095238,5.554036428571429,Portugal
40,-8.046861692,41.64605438363636,699.4527545454545,7.9359863636363634,8.28102909090909,8.625461818181817,89.32213820636365,16.079389531818183,4.784704949090908,0.6125438483909091,8.881001481454547,5.5618580836363645,8.60837865918182,10.433890196272728,5.2448871487272735,23.998614337272727,2.5760559901818185,0.46365211294818176,0.6456246360218182,325.96801919999996,1190.909090909091,6.888909999999999,Portugal
42,-9.131097883333332,39.13334475666667,309.4549655555556,6.039460000000001,6.871116666666666,7.081729999999999,28.931779091111107,41.708419974444446,2.210000026888889,5.904275260888889,20.047323742222222,2.5717369173333338,6.683567291111111,11.341539274444443,20.03658648111111,30.090056222222227,0.8331298045555555,19.48549004777778,0.8671225163222224,338.9054367111111,353.6666666666667,3.6973244444444444,Portugal
43,-7.796522961818181,41.40724719818182,503.2867718181818,6.862302727272728,7.595274545454546,8.096286363636365,85.44199922363636,10.958741388181817,5.742481903363636,0.5318757820636364,2.8714149631818184,6.876616967818182,11.264010613636364,7.499055940636364,6.022004427727273,15.340628851818183,3.100289575636364,11.868293779090912,0.5195503904190908,274.6858342909091,1241.909090909091,5.741672727272728,Portugal
46,-2.5780179029999997,57.62661150333334,495.32105666666666,6.402853333333333,7.81775,9.39165,126.38990676666667,43.950963756666674,0.5562139192666666,3.3141407616666663,24.338414136666668,4.609428271333334,143.79666413333334,19.333356656666666,5.113088834666667,7.013609028666667,2.2745086123333333,1.1273090897333333,0.2869848004,290.05722146666665,137.33333333333334,2.9282566666666665,Scotland
47,-7.8940120663260895,41.30937138043478,648.7631665217389,7.513563695652172,8.002100434782609,8.255929130434783,72.77266419521739,14.319220923934779,4.973920276391302,2.1775120012760874,3.3380251482630423,3.88453061626087,7.398334555586956,8.23424125830435,9.648544380173915,8.499335101652177,2.714980248826087,9.981465580586958,0.9802871571126085,211.8209301021739,1132.4782608695652,7.949706956521738,Portugal
48,26.01325713433962,-32.87888336075473,384.33277509433964,5.963083584905662,6.789940377358491,7.516380754716981,53.705584905283025,67.6289693173585,3.1463574008471684,1.287182401044717,19.989799025471694,17.33581891056604,1.6593807955339626,14.661944378301891,31.322246194150946,29.997320292830196,6.353927189660376,3.8745019122716986,3.0095536360547177,487.74631531320756,794.7735849056604,1.912467547169811,South Africa
49,35.53939665814815,40.930114537777776,387.23540888888886,6.667277407407407,6.806192592592591,6.887961481481483,11.522146285185183,7.756691654222221,6.845881234629631,1.1831135098518517,6.868297110703703,6.179194185555556,20.94179855148148,11.176609110592588,14.769908230740738,22.30583736259259,2.1238377284444447,0.551274041331111,51.05178242444445,241.58452548148148,1175.5555555555557,8.509738888888888,Turkey
50,-2.5404709311666664,47.57960207,314.99129166666665,5.597553333333334,6.680641666666666,7.551754999999999,41.784114546666665,17.928224291666663,6.841939986500001,3.867561266833333,10.685621906666668,2.656786684333333,542.3189464999999,20.773612473333333,6.1982432555,3.747409368333333,4.143293556333334,3.3722399531666674,2.455881922,226.70365685,32.833333333333336,1.0183316666666666,France
52,16.420238924,38.787643694,292.724244,4.421066,4.441998,4.431144,103.91762862,13.786606987999999,2.7925698686000002,3.1809555056000005,9.0646238426,2.4340410382,20.644112654,13.420118500000001,12.984511558,49.609302628,2.6497213046,3.6319565,22.774950395999998,309.53818992,669.6,7.30536,Italy
55,15.441068964500001,40.99162908649999,290.71817124999995,4.111999,4.418143999999999,4.889531499999999,113.63643807999999,16.34385053425,6.662203828825001,2.4867375702750003,5.959072936575001,2.744951358100001,43.518536193250014,24.149069527250003,5.444052357124998,5.353203324674999,1.7985071297125004,4.752813997275,23.55373015625,176.3438861585,823.9,6.722784,Italy
56,3.4243917458333333,49.70366961333334,296.0105233333333,5.4349783333333335,6.671073333333333,7.778431666666667,171.33610708333333,11.39655303,6.008964479166667,3.0498162868333334,106.55001838333334,1.8265583554999998,555.0139638833334,59.12039730833334,4.5022396701666665,4.612711450833334,2.587589496,2.4225126,4.7061240855,380.87617833333326,86.66666666666667,1.92502,France
57,5.8903732060000005,49.26890504000001,277.57293599999997,5.283664,6.42628,7.469098,304.7228015,10.127490492000002,8.620560212799997,2.2480571294000002,42.107398698,1.6472867614000002,490.16864305999997,14.729407594,19.628490194,26.136191122000003,2.3326776172,2.2609345546,1.9361334922000004,418.56247829999995,262.0,2.346074,France
58,15.930203189743589,40.56812366641026,240.5595548717949,3.778563333333334,4.009283846153845,4.346965128205127,96.05302488307694,13.906948673384614,6.291544573076924,4.8436542668974365,7.170133483743591,8.608930195564103,6.734261854564102,7.030490867358974,6.560863175743588,46.79206681051283,1.9481246586000007,1.2664971939102565,8.033531240743587,213.07291042179486,1088.051282051282,5.660412307692307,Italy
59,12.374325748,43.59329798,89.126754,3.040858,3.3488480000000003,3.807826,195.08516,15.226057764,6.560699920999999,0.9969542667600001,6.400866216200001,5.344408886,37.615215608,2.1819866011999998,22.397524908,34.987931288,2.5197877754,2.3931944206000004,52.428265604,259.91199966,756.0,6.862764,Italy
60,-8.056213601312498,40.978198731562514,669.5736884375,7.681022499999999,8.080093125000001,8.2615971875,49.42884972031249,17.2063020134375,5.953231318687499,0.9696217825250001,12.151594435312498,4.09018913546875,7.02271363228125,30.850075437500006,12.584144001250001,11.06534525575,1.2514662014812503,20.008068954062498,0.8771629003457811,309.61461693437485,1205.0,6.7938965625,Portugal
61,143.05041243125,-37.23712458,452.35815875,6.780897499999999,7.8087615625,8.687400625,9.830837222750002,65.72923538375,4.0561084878125,6.553975701375,62.64186500749999,7.80047453959375,0.8833135799728125,83.61348209593747,39.712120328124996,33.4969372665625,7.2956510482812496,1.3867906751125003,11.791010760000002,417.5308118343751,444.09375,5.699568124999999,Australia
62,-9.1549719026,38.989898944,314.543176,6.207345999999999,6.938715999999999,7.1664699999999995,15.934624734,25.817735446,8.8150898878,8.731360582799999,26.89176089,2.50258766,9.920072718,16.937238422,14.861155358,18.361713328,0.6368786067200001,10.901612762,0.39763471671999995,338.45533634,377.0,9.209308,Portugal
63,-4.8117794520666655,55.684649644000004,689.2029693333333,7.662345999999999,8.782744000000001,10.137667999999998,90.81938965533332,4.2223336314,2.6952548714666666,1.4796594086,6.691454902333333,2.5632818360000003,107.88246965333333,4.935974749600001,1.041411363986667,7.2389959564,3.6235649556666667,3.5306973756000004,4.113954471866667,286.8310851133334,179.6,3.887457333333333,Scotland
64,2.196795033181818,43.42020018545455,829.2782363636362,7.904418181818183,9.13415090909091,9.820195454545454,236.08787808181822,16.57390030727273,8.15532786290909,2.304186317545455,56.19089375000001,6.999573480727272,14.759584998181817,15.132824838181818,2.9487153154545456,19.940496681818182,6.055612226636362,2.318036513272727,0.9827502153363639,170.84679018181816,827.7272727272727,4.1238518181818185,France
65,-8.711524172,41.82319532916667,413.6148516666667,6.786911666666666,7.1318425,7.478333333333334,93.94110390750001,11.604503185,8.120848158500001,0.7421634696,1.2126105530333333,8.531947998083334,13.284312991666665,11.274827508333333,10.79617920425,2.950143335166667,0.9162184083000001,1.0136222409416666,0.73903253163,285.4728658333333,755.25,5.534735,Portugal
70,15.6270256753125,41.139876705312496,200.94627343750003,3.503220625000001,3.7474162499999992,4.1708440625000005,96.6243904546875,12.170658557968748,7.192475751375001,19.15890462,6.357318597000003,5.431734958781248,30.560702400000004,10.77349330246875,12.799668235968749,17.8825419559375,10.268488578468748,5.1793299799375,14.444862765624997,430.43335928749997,324.28125,2.90281125,Italy
73,-4.773779441111111,55.22307521,689.14232,7.529611111111111,8.633463333333333,9.541599999999999,97.572276,30.28189655,2.080464246111111,4.705394580444445,20.779839783333333,1.2386035730444442,131.88473627777776,16.342249249999995,3.0192008695555557,3.97207282,1.3716352841,4.022405204000001,0.6062964559666667,377.01541622222226,212.0,3.281013333333333,Scotland
74,1.2750918208333335,49.98533502499999,427.07620333333335,6.266220000000001,7.3278533333333336,8.371605,99.38975517833335,12.403016198333333,4.387282315666666,1.5856477448333333,19.57578158833333,0.9792087743666666,616.2263194333334,38.092118513333325,2.2292362051666665,2.0576665135,3.6416982353333336,0.66214739135,1.0622830429833332,465.6921068333333,92.66666666666667,1.457601666666667,France
77,36.20759970111111,36.49936987555556,353.58828777777774,6.198055555555555,6.382052222222224,6.404841111111111,9.667863957222222,12.52516105111111,0.7412488250111111,1.6182101743333337,3.4894885913333336,1.491476236822222,1.6018348840666665,10.116623685333332,10.793992263333335,24.789286176666664,1.4667040585555557,4.330351573444444,21.24783595111111,272.5918405888889,829.2222222222222,9.312085555555559,Turkey
78,-4.54621444,57.50468796999999,386.25882,5.5421,6.720095,8.185855,126.97017925,20.172780115000002,4.503843583,1.4560301695,12.907459965000001,5.448191608,91.46780107500001,3.142871034,1.0062750654,1.162713768,0.7568282376,1.4416853669999998,2.8527195305,322.8478695,312.5,3.0886649999999998,Scotland
79,-3.9327866351250003,55.69219695375,615.19014,6.65451125,8.143382500000001,9.636334999999999,100.9196842875,16.78123601875,1.67422087175,0.5666536667250001,35.04202169,1.0695961716,57.709789352499996,10.003100255,9.071625385125001,8.8865664645,2.014035817125,2.217121299375,1.177524873014625,502.7362600375001,175.875,1.097105,Scotland
80,4.4515644465,47.23942147499999,275.9914483333334,5.393764999999999,6.451533333333333,7.330313333333333,411.92958691666666,38.115239045,5.842389388833333,2.107379099333333,105.42160005,2.307912175833333,282.33676248333336,37.54241606333333,4.373952751666667,106.85093661666666,2.444469654666667,1.0342201925,2.7432680400000002,489.46926476666675,519.0,1.0842666666666667,France
81,1.6424027871666667,49.471399,373.20944333333335,5.956956666666667,7.166026666666667,8.203014999999999,112.93482511666666,18.13208213,5.415462106,2.0427219648333335,44.63514005,4.3579160415,553.5205423166666,24.948285628333338,23.523999879999995,23.538126254999998,4.627074047000001,1.1708817205,2.4416338705000005,273.78649708333336,224.33333333333334,0.7988983333333333,France
82,15.769768589705878,40.751211239999996,302.90583029411766,4.1415267647058815,4.509128235294118,5.012873235294118,95.49567206852943,11.854460057647058,3.4287258225000006,2.0226866502352943,3.2977201539117655,3.1265739626764706,12.360336098235294,29.064252613529412,12.80662877882353,36.98222720735294,2.0975127035588232,0.7169936243561764,19.726552003529413,0.0,1054.6470588235295,5.906403529411764,Italy
84,27.88926581,40.35710172666667,565.4555866666666,7.052166666666667,8.074296666666667,8.526176666666666,8.723575416222223,7.19249127411111,1.8711662174444446,6.994306611,2.638600580666667,2.360323753555556,11.518179643333335,49.07575552111112,1.8730387022222221,2.1005035343333334,1.5654565316999998,8.476306387444446,3.067337816,345.6049016222222,279.77777777777777,10.072351111111113,Turkey
86,15.752085565263162,38.03559894684211,178.88101947368423,3.1347868421052634,3.512944210526316,3.9040778947368415,9.559459085894739,11.210490498421054,6.3233859483157895,1.2221459531157894,3.6862238307894737,2.4484357594210526,0.7082220762210527,11.248960761947368,9.925950117263156,26.635100663157896,0.4649826035842105,2.2025098132105265,45.33880864736842,152.58182681578944,909.421052631579,6.905599999999999,Italy
87,27.66656628789474,37.71902525736842,365.604977368421,5.710141578947369,6.220842631578948,6.825707368421053,22.838459156315793,21.57638396157895,5.626239990999999,1.3404888019421055,1.4346704236157894,5.827282557526315,1.312343186905263,11.900703746526313,19.115830835789478,23.686824886315787,2.111340277021052,14.944689688947369,16.272707244210526,561.8929800736844,723.1578947368421,9.273995789473684,Turkey
88,-8.574850398909092,39.58836939818182,312.6995254545455,5.843964545454545,6.779056363636363,7.420515454545455,87.41272298818181,59.80781867727273,5.514880733818181,1.8909226215454547,13.114490346363636,2.2326157549999994,5.470955390454546,9.148371576,19.170504750909092,23.58091284,0.8290730335272727,14.023673119090908,0.9379509459909091,246.3473721545455,306.72727272727275,4.494719090909091,Portugal
89,27.626727280952384,41.105363089047614,255.12191428571427,5.137443809523809,6.127852857142859,6.9125547619047625,24.89031483047619,15.370507091904761,5.027496998428572,14.467150055238097,5.271940573809524,2.654554240142857,31.16672748761905,64.95528191952383,6.198256023333334,38.191955647142855,24.627071556666664,23.68791427476191,4.188256809714285,405.24254605714293,189.95238095238096,2.654262380952381,Turkey
90,145.91420284705885,-38.79941038117648,486.2750505882354,6.497911764705883,7.794185294117648,9.21835294117647,15.298874490588235,70.59901891470588,4.727895021823528,7.798283157058824,22.250234897058828,7.93378282482353,4.128025778294119,21.60173852705882,4.944174040705882,22.124799969999994,1.7442795142941174,3.7238366392941176,6.615510290823529,337.25835340000003,60.11764705882353,1.2599788235294118,Australia
91,145.9346147,-38.78433999,523.391645,6.90184,7.945163333333333,9.221293333333335,12.862435201666665,71.19257069500001,4.394412842166666,6.611007849333333,21.04554872,7.272736514000001,5.161132246666667,20.40604666666667,7.198378095999999,20.570702186666665,1.5682828505000002,4.274165953000001,4.3613941296666665,389.58168269999993,69.33333333333333,1.0563083333333334,Australia
92,145.95700644642858,-38.75069539821429,526.7986103571427,6.9767971428571425,7.947845357142858,9.074160357142858,9.276903304392857,71.02365082392858,2.414669723678572,7.682591310321429,20.93436565714286,8.726880141214286,6.89908524125,19.609029691428567,9.472528968499999,19.719187588214286,1.6876741470678573,6.354817852285715,1.3120581892285716,367.7127919499998,69.96428571428571,3.2285085714285726,Australia
93,6.617621625833334,49.10204133333334,323.86527333333333,5.575588333333333,6.751616666666666,7.678985,355.69510875,3.9359343706666667,6.997759923333334,1.3884303335,80.07138751000001,1.7514128738333332,473.3922513333334,42.02544784166667,12.629717991666666,7.191115087,1.0717791563833332,0.9567489908166666,1.5740342185000002,331.8279539333333,367.3333333333333,2.7882016666666662,France
94,28.147569142985066,40.36841599000002,687.926710447761,7.593259104477612,8.542538059701492,9.194928208955222,15.546682612328361,15.00315618376119,1.3401372749319396,1.2439727167017907,8.212728371492538,4.822214065402984,4.547428310925371,54.390555363880615,2.5079844565417915,6.076607713820897,3.105631961744776,5.345307907837313,20.080505377014916,289.6024211477612,476.5820895522388,8.411619402985073,Turkey
96,-4.137808064000001,55.576197584545454,523.2984754545455,6.224839090909091,7.822315454545454,9.275463636363638,119.13753998181818,22.216644425454543,7.254177498545454,3.9599667437272728,32.91353804909091,7.381765751909089,75.76535930181818,8.703581968363636,1.2939834291545453,2.222565858,2.6488224299090906,0.5911880176363637,0.5377110941181819,275.54389790909096,328.27272727272725,3.805430909090909,Scotland
97,-3.656858471083334,56.247483173333336,641.9535425,7.143248333333333,8.320500833333334,9.482700833333332,46.106593582500004,18.35351556666667,1.9910308193333333,0.6166317145833333,21.334860008333333,6.3498335440833324,33.8808569675,0.35911815323333335,4.16557551425,2.7065467201666666,2.562481431,0.7705019346166667,0.7094950284750001,200.659345025,458.5,2.7667825,Scotland
98,6.582388583166666,48.93663828166667,306.17314833333336,5.448384999999999,6.658988333333333,7.589433333333333,366.5516145166667,14.745246783333334,3.4403755858333334,2.0507339656666668,68.99776906333334,0.8843688439999999,454.81098733333334,40.16598950666667,4.741815654833334,4.272033101333333,2.4383919183333336,1.4700245614999998,1.1396810328333333,295.0500588833333,291.5,2.1084583333333335,France
99,-8.806544365799999,37.14711656360001,285.1898848,6.086110399999998,6.7145596,7.117547999999999,19.735613812,24.493797097600005,5.226306184879999,0.9575503933839998,7.038759196359998,4.5714069324399995,1.9669755676240006,9.29688620796,8.44564515912,10.818399622880001,1.8768040447079999,7.218228339560002,1.8201074777456,328.27879650399996,151.0,4.705112000000001,Portugal
102,2.3180588805,50.225473550000004,388.776785,5.932311666666666,7.209910000000001,8.355515,115.16481366666666,33.6882963,0.8395375184333332,5.3699977875,49.39775308166666,1.6532489195,622.6632714666666,31.50612080166667,29.886720178333334,24.170779903333337,2.3469736735000004,0.9902260742166668,3.0418836796666664,493.0978392,143.83333333333334,0.8372983333333335,France
103,14.8093741425,41.3836484975,95.5354525,3.2947175,3.60866,3.8796437500000005,167.091397275,24.782611745,6.302483670875,8.8804024935,11.6683218575,2.026946152125,10.896510098750001,21.103681878750002,25.744796389999998,22.7881222475,1.106424701825,4.000576610375,44.601540687500005,240.8019160675,747.0,5.34376125,Italy
104,3.6616211300000003,49.94219983571429,308.8486185714286,5.4641157142857155,6.749637142857144,7.860141428571429,151.05252048571427,27.937010628571432,1.8863426618857144,1.6986852634285712,137.91248560000002,1.4137159438,580.8997245857144,86.03277246571429,18.145477878571427,23.44977060571429,2.5502430759999997,0.5344082718428572,1.4206289794857143,546.1722500999998,147.14285714285714,0.6214099999999999,France
105,-1.6249134175999997,49.294904288,407.495818,6.091206,7.16387,7.99697,46.156016238,36.209448836,3.3185426232000004,0.54042688764,7.3402946414,3.1610919806,655.49573334,3.9623048749999996,4.4227542058,6.0203955444,3.457503516,2.608655792,1.5527290364,307.58627674,36.0,0.570302,France
106,5.423336202250001,48.5528044075,326.94496000000004,5.59763,6.796115,7.7790075,347.469654375,30.347128780000002,4.62565614325,2.69341334475,23.758699125,3.427424203,413.0613397,23.53466369,35.4907927825,38.156491885,1.53897331225,1.9999745885,2.18989303575,487.94169057500005,395.75,2.32604,France
107,16.0187806905,40.90286066899999,163.15548500000003,3.7930995000000003,4.0039725,4.383406999999999,69.2711832185,11.6769949085,3.3068438153999997,15.355652707500003,6.29114052215,3.98014218875,16.581134098499998,23.503836665999998,7.146871689349998,18.7701109565,2.668855636299999,6.593923411700001,27.864862031500003,387.02954316500006,513.25,3.1263820000000004,Italy
108,5.257127682499999,48.826602525,329.26869500000004,5.615648333333334,6.849293333333333,7.7589749999999995,315.07944035,8.782957534833331,3.3094168236666666,4.1071614525,30.629060276666664,2.3034198425,444.8932971666666,30.112697230000006,10.783636513666666,23.097714483333334,1.52315964935,1.4930645181500004,1.1840999204333333,431.92422910000005,326.0,1.0906033333333334,France
109,-2.4613906586,48.000335946,319.413556,5.576442,6.788303999999999,7.860048000000001,80.05351468,43.917348992,3.8402067306,8.324815984599999,49.47788526000001,1.5371579495999999,585.44637438,24.182205967999998,6.235183738399999,6.510875703800001,2.9072026402000004,4.962168184599999,1.9580965914,329.3205946,73.0,0.981275,France
110,-1.552009385,46.80802334333333,327.970635,5.671904999999999,6.893353333333334,7.8088299999999995,64.98568863333333,17.760574185,4.343796744,11.087630941666667,31.96947211,2.5890111038333337,440.2278176,11.114783823333333,10.479965292333333,11.41853246,3.0510550831666663,2.8452144484999997,2.487672551333333,410.14894976666665,65.16666666666667,0.42938000000000004,France
111,-1.4400208103333334,47.59218814166667,289.3490083333333,5.434246666666667,6.6740916666666665,7.750176666666667,62.02279834666667,30.95668456666667,7.7859888978333345,7.403224073333333,56.247502110000006,3.4710005745,514.6944940666666,23.42429469,1.2637114607333333,8.177531088333334,1.4505410547000002,4.1285763845,3.1454591481666667,472.7715237666667,55.333333333333336,0.9695916666666667,France
112,0.13631600598333335,48.256556755,285.489025,5.29645,6.564056666666667,7.846828333333334,142.19708621666666,19.91363249666667,6.738466653000001,3.2369332741666663,74.44109945166667,1.5339568929166667,484.0642250833334,30.68647933833333,20.495124703333335,66.62658049,4.2838465585,1.5956763775,1.5687089469333335,434.40828775,85.16666666666667,0.5505083333333333,France
113,3.346960578222222,49.98509473777777,353.01608555555555,5.722631111111111,7.071632222222223,8.193648888888891,139.56021297777778,15.608903208888888,9.496492539666669,8.967002527444444,125.23430004444445,1.989987488333333,586.6382071666667,71.43588319555555,16.143042230000002,21.610105540000003,5.63313546011111,5.252612879666668,1.8722000382222221,510.2134175222222,131.0,2.0340966666666667,France
114,4.857804253,45.209217011666674,490.5189083333333,6.501633333333333,7.626643333333334,8.70351,248.82137295000004,17.881329948333335,4.755035561333333,3.5727359353333337,51.14059554833333,2.2366010265000003,58.49541555833334,5.149205359500001,4.187761088333333,7.928259465500001,2.0793005546666667,0.6744364211666666,1.4851684935,325.38201226666666,345.5,2.414525,France
115,-4.8739307667567555,57.123203624324326,594.9850175675674,6.850061891891893,7.9541340540540535,9.58480027027027,80.11488837513512,56.230103534324336,25.692116358918916,11.638589240081084,12.341479612432432,46.02894346729731,51.92122345189189,2.598698598367568,3.5032302209999995,1.2738759366513508,2.8027665674324322,1.851062099391892,3.47767933218919,308.8010930783783,577.6216216216217,5.62704918918919,Scotland
117,36.206836335625,36.476469458124996,308.09544687500005,5.666960625,6.07028,6.081055625000001,11.965284853749997,12.87362377125,3.0727053759375007,1.6556855297312498,4.500897453625001,1.649239321475,1.4003022868624997,11.934445776875002,13.0883926275,27.287376184375,3.31598558125,5.908768323750001,23.80247462,334.52599789375006,762.1875,6.6081618749999995,Turkey
