,Distance to the closest Airport (kms),Distance to the closest Builtup (kms),Distance to the closest roads (kms),Distance to the closest Agricultural area (kms),Distance to the closest Barren area (kms),Distance to the closest Settlement (kms),Distance to the closest Shrubland (kms),Distance to the closest Vegetation (kms),Distance to the closest Water (kms),Distance to the closest Wetland (kms),Distance to the closest Forest (kms),Distance to the closest Grassland (kms),Distance to the closest Substation (kms),meters,Elevation of Turbines (meters),Slope,Lat,Long,Australia,France,India,Italy,Portugal,Scotland,South Africa,Spain,Thailand,Turkey,Wind speed at 50,Wind speed at 100,Wind speed at 200
663,123.89259506666666,22.15977882,3.2942889078333337,1.824868746,28.93727479666667,1.1695323870666667,601.7026687333333,32.94511801833333,3.666579068,2.3692840948333327,2.7748764346666666,1.0662024291166663,1.2787942836666666,532.1155961166667,155.83333333333334,0.9973716666666668,49.9336981,1.6892340968333337,0,1,0,0,0,0,0,0,0,0,5.721679999999999,7.022444999999999,8.155898333333333
61,115.16481366666666,33.6882963,0.8395375184333332,5.3699977875,49.39775308166666,1.6532489195,622.6632714666666,31.50612080166667,29.88672017833333,24.170779903333337,2.3469736735000004,0.9902260742166668,3.0418836796666664,493.0978392,143.83333333333334,0.8372983333333335,50.22547355,2.3180588805,0,1,0,0,0,0,0,0,0,0,5.932311666666666,7.209910000000002,8.355514999999999
358,97.34502464,16.0273226325,7.947136818,3.1526520257499997,19.692145765,1.474421235,608.428525325,43.4700885125,9.186073139,9.482083886749999,2.5854000057499995,0.94031191455,0.9029291225749999,485.6890642,148.75,0.31438750000000004,49.9166053375,1.299139496,0,1,0,0,0,0,0,0,0,0,6.21301,7.2730125,8.222367499999999
181,374.9247071714285,15.10371760142857,3.676000370428571,1.8369357462,64.26440630714286,5.744847376571427,143.30630794285716,98.49120575,4.9231946181428565,79.76596740285713,3.6509153144285715,1.3047428377857142,5.068221869428571,503.36686645714286,971.5,2.274305,46.011094405714296,3.7035866631428576,0,1,0,0,0,0,0,0,0,0,6.2990757142857134,7.180687142857143,7.706598571428571
441,403.42632638333333,21.82192411,5.846715516500001,0.8138816889866667,79.80787882166669,1.0975943685833334,422.0418030333333,14.381246031666667,5.8288515085000006,10.240350543333333,1.7721207276666666,0.4729004367833334,1.1913233925,297.09972643333333,337.1666666666667,1.5797249999999998,48.62248058666668,6.8122607555,0,1,0,0,0,0,0,0,0,0,5.382079999999998,6.335208333333332,7.323314999999999
646,76.544089068,35.160610221999995,5.523646391200002,6.753021201599998,70.963206818,2.4233337178,514.1076947199998,16.854029684,5.037425257600001,20.398813628,1.399913205,2.9880178486000006,2.5993324368,398.80429794,100.6,0.376252,47.685463764,-1.297909409,0,1,0,0,0,0,0,0,0,0,5.654908000000002,6.93185,7.962675999999999
224,143.06775946,28.241862894,5.9131121846,5.741211381400001,60.324963604,1.03576731052,572.0624297,16.442762618,8.823615415,3.8090129422000003,0.95834828252,1.6503106884,5.2034995092,457.26507816,183.8,0.285848,49.720654742,2.045093938,0,1,0,0,0,0,0,0,0,0,5.824412000000001,7.1868479999999995,8.346036
563,91.88517044166666,27.557038766666665,12.338226928333334,1.624161803,22.97924408833333,1.45520637365,669.3427726833334,14.171272043333332,19.69442064,7.5316730011666655,3.867655739333333,1.4658214366999998,1.9953966245,270.2923510333333,146.16666666666666,1.0350883333333334,50.605333635,1.95805461,0,1,0,0,0,0,0,0,0,0,6.120046666666667,7.322414999999999,8.317910000000001
578,141.2515649833333,10.989086298333335,0.9516923556666664,2.699716445833334,28.465195165,1.6617252575,610.5003436166667,31.44771456,3.2500287633333333,3.001291777833333,2.9239226153333333,1.8634119925000003,1.4662463234999998,276.9479809333333,106.5,0.5543033333333333,50.06479016166667,1.97317102,0,1,0,0,0,0,0,0,0,0,5.5776433333333335,6.792676666666666,8.005645
365,343.25876760000006,27.88169113166667,5.739963216166668,2.3175826326666664,17.5892832,3.675304674333333,419.91023515,17.28599375,28.364009326666665,30.153641905000004,2.444415471,1.4482340320833331,1.0309144471499998,433.72426220000006,378.66666666666674,2.7483,48.61874254666667,5.4762991156666665,0,1,0,0,0,0,0,0,0,0,5.6145749999999985,6.778366666666668,7.709526666666666
364,401.90000627857137,23.032555610714287,7.18191383957143,0.70517544425,44.22503842785714,1.966852076,350.1814319571428,20.020511571428575,7.3976862512857124,57.51483305642858,1.1577939725785715,1.6337630103499998,1.6909423552142857,370.04536226428576,448.5,1.6599985714285714,47.97772972142857,5.368047965785713,0,1,0,0,0,0,0,0,0,0,5.376078571428572,6.589327857142857,7.497255714285715
421,309.0772871000001,12.719084696,3.6701587239999998,0.421471695392,64.525087156,2.8101849692000003,32.975503288,11.59316369,3.2489815378,78.11145529400001,1.06233739832,1.4542101349999998,4.0673443818,254.37748228,838.2,2.311608,44.313681894,2.69970792,0,1,0,0,0,0,0,0,0,0,6.606309999999999,7.669312,8.465639999999999
758,240.47149380000002,12.666867951666667,7.976690357000001,2.8578432943333327,39.335068113333335,7.468150739333332,6.693582864333334,13.740245135,12.518095450000002,25.76339179,10.426193975666664,4.078940269666667,2.4850982436666667,36.27032303333333,970.1666666666665,7.0405283333333335,43.43210019,2.568234191666667,0,1,0,0,0,0,0,0,0,0,9.370363333333332,10.248156666666667,10.90489
458,340.4054904166667,25.58399185333333,6.0889881448333325,1.3456194613666668,18.030785141666666,1.723170535333333,422.8609285666666,17.689720993333328,27.12143895833333,28.82136348833333,0.9943268040833332,1.2272809410333334,1.823073337833333,471.6636562833333,361.83333333333326,2.7792116666666664,48.64463352166666,5.465766988666665,0,1,0,0,0,0,0,0,0,0,5.64304,6.7830683333333335,7.748249999999999
621,301.0959703333333,24.007411046666665,9.767458028666669,4.512584386,37.44131934333333,6.241192456666668,432.12606730000005,10.155740738333334,6.373793943,5.629158016333332,4.868916256666666,8.399391089666668,2.690044208333333,403.71783036666665,110.33333333333331,1.0239766666666668,48.60460908333334,4.037795835333333,0,1,0,0,0,0,0,0,0,0,5.2702599999999995,6.42964,7.487239999999999
65,347.469654375,30.34712878,4.62565614325,2.69341334475,23.758699125,3.427424203,413.06133969999996,23.53466369,35.4907927825,38.156491885,1.53897331225,1.9999745885,2.18989303575,487.94169057500005,395.75,2.3260400000000003,48.5528044075,5.423336202250002,0,1,0,0,0,0,0,0,0,0,5.5976300000000005,6.7961149999999995,7.7790075
438,56.30996522625,41.600416775,5.85280255625,14.004668281249998,52.02351453,2.595716290625,531.318248725,27.79568436375,8.8229142685,8.980783868625,3.0388509569999997,9.198477935625,4.069163344624998,502.096101625,65.125,0.92696,47.6746601525,-1.6297113109999999,0,1,0,0,0,0,0,0,0,0,5.51855875,6.77942875,7.81431125
363,407.740844225,27.944166910000003,11.2930917925,0.31255326380000004,85.9267443025,2.83158108175,422.82151515,9.37119207175,3.7577823855,6.65012171175,3.76657626525,3.7152590432499997,2.1142230435,293.27291905,346.5,2.6522075000000003,48.621204315,6.8953175492500005,0,1,0,0,0,0,0,0,0,0,5.4053524999999985,6.4791025,7.4394925
747,201.707913425,46.5358809,6.57690374825,15.697786485,51.22425583,2.15252966225,316.5096262,13.0399097175,16.155115535,40.2194111325,2.47909279075,12.281271005,9.712678658000002,317.8595540500001,149.5,1.39015,46.0676027225,0.0547200123875,0,1,0,0,0,0,0,0,0,0,5.58668,6.8694525,7.9492375
735,334.30301842222224,30.546504855555554,4.5633037437777775,0.6160460276222222,82.37145966222222,7.690185908555554,74.06974125888887,88.44886899111111,19.139628642222224,22.83095651,2.4912907176666663,0.9624293043111112,1.8768493201,310.5610508111111,1108.7777777777776,2.1171433333333334,45.1357265188889,3.079709433666667,0,1,0,0,0,0,0,0,0,0,6.2320866666666666,7.102811111111111,8.21303
199,210.593908204,12.040973346,6.785124621159997,2.0801415320400007,14.177862701199999,4.018140164160001,1.98771389676,5.766501987440003,12.011591652399998,9.02509113736,2.0647151050000003,4.832646175920002,1.1223015919036003,0.0,250.36,2.8528143999999998,43.534035673999995,3.62121191344,0,1,0,0,0,0,0,0,0,0,5.817601999999997,6.660798799999998,7.425921999999997
102,37.17062915125,17.453503721249998,2.3960686461250003,0.7784462819250001,6.3580768895,0.5815090523875001,464.7621267125,10.84238898175,0.68624744205,0.5134110658375001,8.71212951625,0.676420904525,4.425754700625,330.7402273375,1.0,0.50704375,46.95349775250001,-2.0461664652500002,0,1,0,0,0,0,0,0,0,0,6.5124525,7.27595,7.78218625
204,193.73086653333328,22.585478805151514,1.3710251269181817,24.459616680909093,18.629295010303032,2.0177724036666667,413.8387687939394,6.600225502151517,23.69737370060606,53.21372090515153,3.579026445666666,17.424649110909087,1.6049652909230003,438.4575982848484,133.72727272727272,0.4407342424242424,48.12319493939393,1.6321092538787876,0,1,0,0,0,0,0,0,0,0,5.5276887878787875,6.844118787878789,7.9538433333333325
557,293.45186126,19.309118024,2.2660334992,13.013268472000004,48.92159646,2.35339048,388.21599426,18.848061687999998,13.972012232,34.881154576,2.1295734618,2.700320358,1.4667986991799997,368.15314646,194.8,3.737228,48.208054532000006,3.5444368048,0,1,0,0,0,0,0,0,0,0,5.769326,6.9160780000000015,7.732253999999999
643,305.96884835,17.359073536666667,3.725621975333333,0.3909866739166667,59.89153638833334,4.085890698333333,27.860846471666665,17.642927611666668,2.5064955405,85.46482708500002,1.6330957598,1.1212431608,3.4444640256666665,307.34384025,829.0,2.2707,44.24759412166667,2.701038714,0,1,0,0,0,0,0,0,0,0,6.687078333333332,7.719338333333333,8.475986666666666
437,241.73377035454544,9.241952931727273,3.5097594772727265,2.0608684815454548,61.05312515363637,2.60443694,479.29723359090895,14.789470507272727,9.64674538090909,30.28647579181818,1.0923356775818185,1.5139674890909092,3.7248593095454536,246.40966082727275,202.3636363636364,0.8387172727272727,49.01711908363636,3.3131931609090914,0,1,0,0,0,0,0,0,0,0,5.6444245454545445,6.860193636363636,7.822559999999998
169,380.90357861666666,23.481652126666663,1.5016691043333334,0.6205664022333334,74.18338213999998,4.783240404833333,187.67464285000003,89.74883167333331,7.6168723636666655,48.95260303666666,1.8264218411666664,0.8564885428166668,1.199182789333333,374.7826821333333,494.5,2.1694816666666665,46.15114620000001,2.537111337166667,0,1,0,0,0,0,0,0,0,0,5.464781666666667,6.5657733333333335,7.501451666666665
126,143.93637431764705,35.91579208117646,8.536126759264706,3.484151859647058,3.156734430441176,3.497744851970588,6.339047819558823,16.65360093823529,8.317260862823531,19.131403692352947,1.0064723987,1.7901372727852944,11.04452929414706,178.17711471500004,384.64705882352933,5.346749411764704,40.65513988117647,15.196572327647056,0,0,0,1,0,0,0,0,0,0,2.8399126470588243,3.158047352941177,3.421380588235295
278,127.45396095312503,21.239782506875,7.81656965365625,7.303527320968751,5.284200391625001,2.2926546482968755,15.457415180312498,45.472482024375,16.302369746875,15.6590665353125,4.637594957968751,5.576210826562499,6.298166485531249,265.89683001874994,399.09375,3.9935846875000007,41.3355926425,15.278842671562495,0,0,0,1,0,0,0,0,0,0,4.17947875,4.789952812500001,5.354223437499999
4,72.02928716875,30.482189699375,6.162342193750002,8.292022198125,8.002590689125,5.0327051123125015,7.946789679250001,18.02649324625,10.1064225079375,56.533009425625,7.3819633661875,3.8167235378124986,30.546548387500003,298.9879091,647.5625,5.761914374999999,37.70465358187499,13.655743421875002,0,0,0,1,0,0,0,0,0,0,4.157582499999999,4.470391874999999,4.877049375
200,79.88236432227274,26.831777062727276,1.7923162327409088,8.232163735272726,14.181245420454545,1.4141010559590907,9.43596229959091,19.66487592227273,24.36827802863636,50.094937335,7.455073212318183,2.550495374772728,24.44230913136364,130.57351565090906,875.5,4.396505909090909,37.758305218636366,13.832470382727275,0,0,0,1,0,0,0,0,0,0,4.259134545454546,5.139880454545455,5.995640909090909
324,146.30288427851247,16.9383184722314,4.963942286528924,12.218277248429755,4.059958030395042,2.0532812162231404,12.237014548280994,40.48742589272727,32.514998158264454,29.481633108512398,1.0423932741330575,1.342172348571074,25.65449219909092,129.51814107719008,890.6198347107437,5.612126859504134,41.30562322760332,15.046257762809914,0,0,0,1,0,0,0,0,0,0,4.869964545454545,5.680711900826446,6.378421157024793
338,99.796063498125,20.00559420375,1.4931066022875,3.3124290674374994,4.389203806374999,7.4551076810625005,9.432100127625,8.4455144816875,15.114015262499995,28.47604275625001,2.1455841014375,2.9304889898124995,22.62518328875,242.90763685625,1017.5,5.452858124999999,40.396283750625,16.125797594999998,0,0,0,1,0,0,0,0,0,0,4.734849375,5.446241875,6.1130618750000005
81,130.16600213461535,14.578948064230769,6.413465984769231,8.506316675307692,5.2974451549615384,5.040362956653845,13.048070579423078,39.761867830384624,13.968172257692304,13.243418567307694,6.183652898307692,6.2274694603076926,8.147961243384616,251.07559203461548,322.96153846153845,3.4857949999999995,41.40491806500001,15.263443913846155,0,0,0,1,0,0,0,0,0,0,3.998378461538462,4.3834769230769215,4.804601923076924
299,122.09862862222224,21.124394327936514,4.8805218188412685,3.4798850538095234,6.661487354809524,5.257015799190474,16.21084619936508,17.33174857396826,12.766330604349205,18.248401048253967,2.718913308253968,2.553324788907936,17.913224393333326,292.66627932698395,544.3015873015873,5.18650507936508,37.228024852539676,14.770627123809524,0,0,0,1,0,0,0,0,0,0,4.490214285714285,5.147708888888888,5.75370222222222
255,37.59151268166666,20.261932270833327,5.7101818985,6.471604081166668,6.1141709760000005,6.046308854416666,8.979350000916666,12.394017933333332,8.596568138666669,19.2449561325,3.06102715125,3.3143367628333342,23.070108268333332,182.16622171666666,388.83333333333326,5.5097966666666665,37.95701759,12.762615208333335,0,0,0,1,0,0,0,0,0,0,5.442778333333332,6.022480833333333,6.644540833333334
188,219.87726758181816,10.477259511681817,6.592902562454546,0.5494286038409091,5.807808119181818,2.4709271866818185,6.023953609818183,3.993671899422728,4.700993325681818,64.04219522636363,1.8196564831045456,1.4683512982954543,5.842231419363638,222.05296428181825,910.6363636363636,6.86980909090909,41.4775615909091,14.19012732181818,0,0,0,1,0,0,0,0,0,0,4.155368181818181,4.941708181818182,5.647973636363638
695,16.49773696125,12.530455848749998,2.253347961125,4.68848888525,24.422294065,1.5240004720749998,9.032841460125,18.501033549999995,13.34761946,13.86586181625,1.2012576622,3.31709681275,0.763375523775,375.84126510000016,276.25,7.0020175,38.87994694125,-9.218490327375,0,0,0,0,1,0,0,0,0,0,6.230796250000001,6.781952499999999,6.8347162500000005
447,26.98408655,31.59321699,5.902442981399998,1.8968354647999999,3.1390666614,4.3968808872,1.0359821303399999,3.341831881,3.5164916116,17.101212787999998,1.7449798046000002,0.7150008590060001,0.5319569857399999,397.03342286,135.2,0.949696,37.12129089600001,-8.885958185800002,0,0,0,0,1,0,0,0,0,0,5.719130000000001,6.65296,7.7190439999999985
669,65.07226953444443,18.350603048333333,1.3019996317000002,0.8974654623777778,3.8767017158333337,2.7911358457777777,10.429162131222222,16.80958199166667,13.608104680555556,14.66694029888889,1.96322171775,13.978671632222225,1.1500694439805557,315.0450443111111,1021.1666666666665,4.531156666666666,41.00332279333333,-7.870701853277776,0,0,0,0,1,0,0,0,0,0,5.966978333333333,6.757245555555555,7.4062961111111125
793,79.32638283833333,12.931889679833336,7.059908673472222,3.2925581196388887,16.84231026416667,4.783331837138888,11.180584629138894,35.08663184000001,16.227289711944447,16.716522636666664,3.399079541833333,13.24438796083333,0.7286748697169722,268.62202004999995,851.0277777777777,6.122719166666666,40.03736578083335,-8.281844293750002,0,0,0,0,1,0,0,0,0,0,6.84472722222222,7.4792177777777775,7.820099444444443
575,119.56971000714285,14.699749385000002,5.356271310214287,1.9005472566428567,8.270405512071429,2.2639119662142857,9.508135833714285,9.82529516,9.366135540428571,26.711772975,1.656636039914286,17.84721977285714,0.9199560876807144,333.0350407857144,1088.642857142857,4.89049,40.44508484071429,-7.357510373642857,0,0,0,0,1,0,0,0,0,0,6.940955714285713,7.404966428571429,7.535257142857143
536,81.63269710666667,58.431305635,1.7134982671666668,2.079656271,7.5765164380000005,3.6323586361666655,0.4517510682333334,1.0762666194833337,24.337381286666666,33.05427383333333,0.8330300788833332,5.724142809,0.4660958865166667,306.78073065,496.16666666666674,4.8177433333333335,39.570786383333335,-8.689078055166666,0,0,0,0,1,0,0,0,0,0,5.791568333333334,6.690381666666667,7.332126666666666
380,89.13928921874998,10.083121741875,3.3639202110000004,3.4339186271249997,12.10885461,4.3474852684375005,103.90009285,1.06940279435,1.6447564545999998,1.87042169925625,0.99299529526875,4.136617132437499,0.6879784087543751,407.61753332500007,329.5625,2.9265575000000004,55.73973520187501,-4.7840417664375,0,0,0,0,0,1,0,0,0,0,7.961976875,8.973127499999999,9.973406875
642,63.120202993529404,17.486900220882355,11.741386080294118,2.2556755858529414,22.45236452852941,2.2882886080588234,28.884878299411763,12.891228012352945,16.53087972735294,3.813445176558824,0.9329253580264708,2.9831711035,0.9842399196305882,196.65607766176467,376.64705882352933,1.874517647058824,55.81016354235293,-2.8400607908235287,0,0,0,0,0,1,0,0,0,0,7.117286764705881,8.489241764705879,9.795698529411764
352,56.46749865435899,27.15744381102564,8.844008960294872,1.2331542940156413,8.945360323371792,9.121171640012818,41.18806918551283,1.957823159940615,5.200158113589743,7.680598469807693,0.8461537760311026,2.2946392084461538,1.1248435286039746,118.62232353913977,327.3076923076923,3.4063678205128216,55.90627231769235,-2.5334428575128194,0,0,0,0,0,1,0,0,0,0,6.470297820512818,7.82872512820513,9.156927820512816
43,100.9196842875,16.78123601875,1.6742208717500002,0.5666536667250001,35.04202169,1.0695961716,57.7097893525,10.003100255,9.071625385125001,8.886566464500001,2.014035817125,2.217121299375,1.177524873014625,502.73626003750013,175.875,1.097105,55.69219695375,-3.932786635125,0,0,0,0,0,1,0,0,0,0,6.65451125,8.143382500000001,9.636335
193,26.34727694,20.29823947,0.2229653997,7.08691872,4.639846809,5.074006346,1.3604968869999998,4.263816568,1.26225143,21.24142726,1.221776357,2.09910602,11.00804587,10777.41817,67.0,0.15469000000000002,-33.75399496,25.67651925,0,0,0,0,0,0,1,0,0,0,4.87673,5.66165,6.36843
821,62.905378811904754,67.30733994690476,2.317817863555,1.7742265506119053,37.371989343690494,3.4688414308738085,1.2234990078523809,14.295103259345234,26.39973619892858,42.702192552142854,2.1116695915035715,1.6041176377142865,3.4038813466559525,371.82521542857165,933.4285714285713,3.190204523809524,-32.72889817226189,25.91043220809525,0,0,0,0,0,0,1,0,0,0,6.172525476190473,7.00212380952381,7.7389985714285725
603,39.5053227475,35.86702255999999,660.1791021249999,0.9108040870499999,7.37968851075,7.37968851075,248.133962725,2.83121953925,0.7596757277499999,475.568541575,0.8466484535999999,35.393763725,32.99843141,835.0561852750002,2.25,0.466105,8.286342714249999,100.26210479999999,0,0,0,0,0,0,0,0,1,0,4.050375,4.376905000000001,4.7430275
7,11.536642328470592,2.7141749265823534,4.03753085082353,2.4791953348235296,0.6929348542194118,1.737386689376471,13.793072041764706,8.123517404176468,34.15532530352941,62.661713902352936,1.5652032825235294,2.8632587657647064,32.37234124352942,275.7713122705883,150.64705882352942,2.940851176470588,38.917265447647054,27.744816055294123,0,0,0,0,0,0,0,0,0,1,5.107334705882352,6.0635635294117645,6.947674705882354
250,21.92400198,21.66167421,4.323577577,0.8239372653,3.351415173,7.811974607000001,17.12984001,0.864918988,11.79252177,4.732900569,0.5339201777,0.5342028639,73.66500295,539.0718355,1466.0,4.86153,38.01712766,30.22616229,0,0,0,0,0,0,0,0,0,1,5.96206,6.75783,7.45033
239,23.60071156,22.2039463,5.551328342000001,2.390935852,2.313825231,6.148446972,17.28288899,2.168860546,13.36439004,4.239787028,0.86924133,0.5213642887,73.00259771,685.123288,1365.0,13.87619,38.02899973,30.21434242,0,0,0,0,0,0,0,0,0,1,5.95106,6.72554,7.437019999999999
166,8.263774118625,3.6537037021249996,3.967121389625,1.301808772,1.1214859947625,2.38535901275,2.1834478166249998,4.699763668625,3.3531396643750004,16.200083965,7.4213216573750005,3.175824098625,71.9422631875,308.45611549999995,182.5,6.396825,38.284071845,26.34652799875,0,0,0,0,0,0,0,0,0,1,7.630015000000001,8.6810075,9.3696575
